id;nombre_es;nombre_en;nombre_fr;es;en ;fr
HV-P01-090;Ese momento existe, o no existe;That moment exists, or it doesn't;Cet instant existe, ou il n'existe pas;"<strong><span style=&quot;background:#c62828; color:white; padding:1px 4px; border-radius:2px;&quot;>Remate</span></strong> Roba 1 carta y +1 al ataque de un personaje de <strong>Fukurodani</strong> en juego. Si todos tus personajes en juego son de <strong>Fukurodani</strong>, durante el siguiente turno rival, si el rival pierde un punto, robas 1 carta extra.";"<strong><span style=&quot;background:#c62828; color:white; padding:1px 4px; border-radius:2px;&quot;>Spike</span></strong> Draw 1 card and +1 to the attack of a <strong>Fukurodani</strong> character in play. If all your characters in play are from <strong>Fukurodani</strong>, during the opponent's next turn, if the opponent loses a point, you draw 1 extra card.";"<strong><span style=&quot;background:#c62828; color:white; padding:1px 4px; border-radius:2px;&quot;>Attaque</span></strong> Piochez 1 carte et +1 à l'attaque d'un personnage de <strong>Fukurodani</strong> en jeu. Si tous vos personnages en jeu sont de <strong>Fukurodani</strong>, pendant le prochain tour adverse, si l'adversaire perd un point, vous piochez 1 carte supplémentaire."
HV-P02-001;;;;"<strong><span style=&quot;background:#1565c0; color:white; padding:1px 4px; border-radius:2px;&quot;>Recepción</span> GUTS 3</strong>: Solo si el rival acaba de sacar, +6 a la recepción y añade 1 personaje de <strong>Karasuno</strong> desde tu descarte a tu mano.";"<strong><span style=&quot;background:#1565c0; color:white; padding:1px 4px; border-radius:2px;&quot;>Reception</span> GUTS 3</strong>: Only if the opponent has just served, +6 to the reception and add 1 <strong>Karasuno</strong> character from your discard pile to your hand.";"<strong><span style=&quot;background:#1565c0; color:white; padding:1px 4px; border-radius:2px;&quot;>Réception</span> GUTS 3</strong> : Seulement si l'adversaire vient de servir, +6 à la réception et ajoutez 1 personnage de <strong>Karasuno</strong> depuis votre défausse à votre main."
HV-P02-002;;;;"<strong><span style=&quot;background:#2e7d32; color:white; padding:1px 4px; border-radius:2px;&quot;>Pase</span> GUTS 2</strong>: Descarta 1 carta de tu mano y +2 al pase. Busca 1 <strong>Tanaka Ryunosuke</strong> en tu descarte y añádelo a tu mano.";"<strong><span style=&quot;background:#2e7d32; color:white; padding:1px 4px; border-radius:2px;&quot;>Set</span> GUTS 2</strong>: Discard 1 card from your hand and +2 to the set. Search for 1 <strong>Tanaka Ryunosuke</strong> in your discard pile and add it to your hand.";"<strong><span style=&quot;background:#2e7d32; color:white; padding:1px 4px; border-radius:2px;&quot;>Passe</span> GUTS 2</strong> : Défaussez 1 carte de votre main et +2 à la passe. Cherchez 1 <strong>Tanaka Ryunosuke</strong> dans votre défausse et ajoutez-le à votre main."
HV-P02-003;;;;"<strong><span style=&quot;background:#424242; color:white; padding:1px 4px; border-radius:2px;&quot;>Bloqueo</span></strong> Si el rival tiene 2 o más cartas en su zona de eventos, puedes colocar 1 carta de evento de tu mano a tu zona de eventos como coste para robar 1 carta y añadir +6 al bloqueo.";"<strong><span style=&quot;background:#424242; color:white; padding:1px 4px; border-radius:2px;&quot;>Block</span></strong> If the opponent has 2 or more cards in their event zone, you may place 1 event card from your hand into your event zone as a cost to draw 1 card and add +6 to the block.";"<strong><span style=&quot;background:#424242; color:white; padding:1px 4px; border-radius:2px;&quot;>Contre</span></strong> Si l'adversaire a 2 cartes ou plus dans sa zone d'événements, vous pouvez placer 1 carte événement de votre main dans votre zone d'événements comme coût pour piocher 1 carte et ajouter +6 au contre."
HV-P02-006;;;;"<strong><span style=&quot;background:#1565c0; color:white; padding:1px 4px; border-radius:2px;&quot;>Recepción</span></strong> Si el rival tiene 3 o más cartas de eventos de <strong><span style=&quot;color:#e65100&quot;>Saque</span></strong> en su zona de eventos, roba 1 carta y +3 a la recepción.";"<strong><span style=&quot;background:#1565c0; color:white; padding:1px 4px; border-radius:2px;&quot;>Reception</span></strong> If the opponent has 3 or more <strong><span style=&quot;color:#e65100&quot;>Serve</span></strong> type event cards in their event zone, draw 1 card and +3 to the reception.";"<strong><span style=&quot;background:#1565c0; color:white; padding:1px 4px; border-radius:2px;&quot;>Réception</span></strong> Si l'adversaire a 3 cartes événements de type <strong><span style=&quot;color:#e65100&quot;>Service</span></strong> ou plus dans sa zone d'événements, piochez 1 carte et +3 à la réception."
HV-P02-007;;;;"<strong><span style=&quot;background:#c62828; color:white; padding:1px 4px; border-radius:2px;&quot;>Remate</span></strong> Cuando se juega <strong>¡Super Inner Cross!!!</strong>, si esta carta está en remate, <strong>GUTS 3</strong>: +4 al remate y -2 al receptor rival el próximo turno.";"<strong><span style=&quot;background:#c62828; color:white; padding:1px 4px; border-radius:2px;&quot;>Spike</span></strong> When <strong>Super Cross Attack!!!</strong> is played, if this card is in the spike zone, <strong>GUTS 3</strong>: +4 to the spike and -2 to the opponent's receiver on the next turn.";"<strong><span style=&quot;background:#c62828; color:white; padding:1px 4px; border-radius:2px;&quot;>Attaque</span></strong> Lorsque <strong>Super Attaque croisée !!!</strong> est jouée, si cette carte est en zone d'attaque, <strong>GUTS 3</strong> : +4 à l'attaque et -2 au réceptionneur adverse au prochain tour."
HV-P02-011;;;;"<strong><span style=&quot;background:#424242; color:white; padding:1px 4px; border-radius:2px;&quot;>Bloqueo</span> <span style=&quot;background:#1565c0; color:white; padding:1px 4px; border-radius:2px;&quot;>Recepción</span> <span style=&quot;background:#6a1b9a; color:white; padding:1px 4px; border-radius:2px;&quot;>Desde la mano</span></strong> Descarta esta carta para +1 al parámetro de un personaje de <strong>Karasuno</strong> en juego según la fase.";"<strong><span style=&quot;background:#424242; color:white; padding:1px 4px; border-radius:2px;&quot;>Block</span> <span style=&quot;background:#1565c0; color:white; padding:1px 4px; border-radius:2px;&quot;>Reception</span> <span style=&quot;background:#6a1b9a; color:white; padding:1px 4px; border-radius:2px;&quot;>From hand</span></strong> Discard this card to add +1 to the parameter of a <strong>Karasuno</strong> character in play according to the phase.";"<strong><span style=&quot;background:#424242; color:white; padding:1px 4px; border-radius:2px;&quot;>Contre</span> <span style=&quot;background:#1565c0; color:white; padding:1px 4px; border-radius:2px;&quot;>Réception</span> <span style=&quot;background:#6a1b9a; color:white; padding:1px 4px; border-radius:2px;&quot;>Depuis la main</span></strong> Défaussez cette carte pour +1 au paramètre d'un personnage de <strong>Karasuno</strong> en jeu selon la phase."
HV-P02-012;;;HV-P02-012;"<strong><span style=&quot;background:#1565c0; color:white; padding:1px 4px; border-radius:2px;&quot;>Recepción</span> GUTS 3</strong>: Solo si el rival acaba de sacar, +3 a la recepción.";"<strong><span style=&quot;background:#1565c0; color:white; padding:1px 4px; border-radius:2px;&quot;>Reception</span> GUTS 3</strong>: Only if the opponent has just served, +3 to the reception.";"<strong><span style=&quot;background:#1565c0; color:white; padding:1px 4px; border-radius:2px;&quot;>Réception</span> GUTS 3</strong> : Seulement si l'adversaire vient de servir, +3 à la réception."
HV-P02-014;;;;"<strong><span style=&quot;background:#e65100; color:white; padding:1px 4px; border-radius:2px;&quot;>Saque</span></strong> Si tienes 4 o más cartas de evento de <strong>Karasuno</strong> en tu zona de eventos, +2 al saque. Si tienes 6 o más, +1 adicional.";"<strong><span style=&quot;background:#e65100; color:white; padding:1px 4px; border-radius:2px;&quot;>Serve</span></strong> If you have 4 or more <strong>Karasuno</strong> event cards in your event zone, +2 to the serve. If you have 6 or more, an additional +1.";"<strong><span style=&quot;background:#e65100; color:white; padding:1px 4px; border-radius:2px;&quot;>Service</span></strong> Si vous avez 4 cartes événements de <strong>Karasuno</strong> ou plus dans votre zone d'événements, +2 au service. Si vous en avez 6 ou plus, +1 supplémentaire."
HV-P02-016;;;;"<strong><span style=&quot;background:#2e7d32; color:white; padding:1px 4px; border-radius:2px;&quot;>Pase</span> GUTS 3</strong>: Roba 1 carta y +2 al pase. </br>Si esta carta es jugada por el evento <strong>¡Justo donde tenía que ir!</strong>, el rival no podrá usar <span style=&quot;background:#29b6f6; color:white; padding:1px 4px; border-radius:2px;&quot;><strong>One Touch</strong></span> ni <span style=&quot;background:#6a1b9a; color:white; padding:1px 4px; border-radius:2px;&quot;><strong>Desde la mano</strong></span> en su próxima recepción.";"<strong><span style=&quot;background:#2e7d32; color:white; padding:1px 4px; border-radius:2px;&quot;>Set</span> GUTS 3</strong>: Draw 1 card and +2 to the set. </br>If this card is played by the event <strong>Right Where It Needed to Go!</strong>, the opponent will not be able to use <span style=&quot;background:#29b6f6; color:white; padding:1px 4px; border-radius:2px;&quot;><strong>One Touch</strong></span> or <span style=&quot;background:#6a1b9a; color:white; padding:1px 4px; border-radius:2px;&quot;><strong>From hand</strong></span> on their next reception.";"<strong><span style=&quot;background:#2e7d32; color:white; padding:1px 4px; border-radius:2px;&quot;>Passe</span> GUTS 3</strong> : Piochez 1 carte et +2 à la passe. </br>Si cette carte est jouée par l'événement <strong>Juste là où elle devait aller !</strong>, l'adversaire ne pourra pas utiliser <span style=&quot;background:#29b6f6; color:white; padding:1px 4px; border-radius:2px;&quot;><strong>One Touch</strong></span> ni <span style=&quot;background:#6a1b9a; color:white; padding:1px 4px; border-radius:2px;&quot;><strong>Depuis la main</strong></span> lors de sa prochaine réception."
HV-P02-017;;;;"<strong><span style=&quot;background:#2e7d32; color:white; padding:1px 4px; border-radius:2px;&quot;>Pase</span> GUTS 3</strong> : Si hay 6 o más personajes distintos de <strong>Inarizaki</strong> en tu descarte, +2 al pase y añade a tu mano 1 carta de Inarizaki de posición <strong>WS</strong> o <strong>MB</strong> desde el descarte.";"<strong><span style=&quot;background:#2e7d32; color:white; padding:1px 4px; border-radius:2px;&quot;>Set</span> GUTS 3</strong>: If there are 6 or more different <strong>Inarizaki</strong> characters in your discard pile, +2 to the set and add to your hand 1 Inarizaki card in the <strong>WS</strong> or <strong>MB</strong> position from the discard pile.";"<strong><span style=&quot;background:#2e7d32; color:white; padding:1px 4px; border-radius:2px;&quot;>Passe</span> GUTS 3</strong> : S'il y a 6 personnages différents d'<strong>Inarizaki</strong> ou plus dans votre défausse, +2 à la passe et ajoutez à votre main 1 carte d'Inarizaki en position <strong>WS</strong> ou <strong>MB</strong> depuis la défausse."
HV-P02-020;;;;"<strong><span style=&quot;background:#c62828; color:white; padding:1px 4px; border-radius:2px;&quot;>Remate</span> GUTS 3</strong>: +3 al remate. </br>Si esta carta es jugada por el evento <strong>¡Justo donde tenía que ir!</strong>, +1 adicional al remate y el rival solo podrá colocar <strong>2 bloqueadores</strong> el próximo turno.";"<strong><span style=&quot;background:#c62828; color:white; padding:1px 4px; border-radius:2px;&quot;>Spike</span> GUTS 3</strong>: +3 to the spike. </br>If this card is played by the event <strong>Right Where It Needed to Go!</strong>, an additional +1 to the spike and the opponent will only be able to place <strong>2 blockers</strong> on the next turn.";"<strong><span style=&quot;background:#c62828; color:white; padding:1px 4px; border-radius:2px;&quot;>Attaque</span> GUTS 3</strong> : +3 à l'attaque. </br>Si cette carte est jouée par l'événement <strong>Juste là où elle devait aller !</strong>, +1 supplémentaire à l'attaque et l'adversaire ne pourra placer que <strong>2 contreurs</strong> lors du prochain tour."
HV-P02-021;;;;"<strong><span style=&quot;background:#c62828; color:white; padding:1px 4px; border-radius:2px;&quot;>Remate</span></strong> Si tienes 2 o menos cartas en tu mano, +2 al remate.";"<strong><span style=&quot;background:#c62828; color:white; padding:1px 4px; border-radius:2px;&quot;>Spike</span></strong> If you have 2 or fewer cards in your hand, +2 to the spike.";"<strong><span style=&quot;background:#c62828; color:white; padding:1px 4px; border-radius:2px;&quot;>Attaque</span></strong> Si vous avez 2 cartes ou moins en main, +2 à l'attaque."
HV-P02-024;;;;"<strong><span style=&quot;background:#1565c0; color:white; padding:1px 4px; border-radius:2px;&quot;>Recepción</span> GUTS 3</strong>: Descarta 1 carta de tu mano y gasta 3 GUTS de recepción para añadir +1 a la recepción y recuperar 1 carta de <strong>Inarizaki</strong> de tu zona de eventos a tu mano.";"<strong><span style=&quot;background:#1565c0; color:white; padding:1px 4px; border-radius:2px;&quot;>Reception</span> GUTS 3</strong>: Discard 1 card from your hand and spend 3 reception GUTS to add +1 to the reception and recover 1 <strong>Inarizaki</strong> card from your event zone to your hand.";"<strong><span style=&quot;background:#1565c0; color:white; padding:1px 4px; border-radius:2px;&quot;>Réception</span> GUTS 3</strong> : Défaussez 1 carte de votre main et dépensez 3 GUTS de réception pour ajouter +1 à la réception et récupérer 1 carte d'<strong>Inarizaki</strong> de votre zone d'événements vers votre main."
HV-P02-025;;;;"<strong><span style=&quot;background:#1565c0; color:white; padding:1px 4px; border-radius:2px;&quot;>Recepción</span> GUTS 2</strong>: Roba 1 carta y descarta 1 carta de tu mano.";"<strong><span style=&quot;background:#1565c0; color:white; padding:1px 4px; border-radius:2px;&quot;>Reception</span> GUTS 2</strong>: Draw 1 card and discard 1 card from your hand.";"<strong><span style=&quot;background:#1565c0; color:white; padding:1px 4px; border-radius:2px;&quot;>Réception</span> GUTS 2</strong> : Piochez 1 carte et défaussez 1 carte de votre main."
HV-P02-027;;;;"<strong><span style=&quot;background:#c62828; color:white; padding:1px 4px; border-radius:2px;&quot;>Remate</span></strong> Si hay 6 o más nombres distintos de personajes de <strong>Inarizaki</strong> en tu descarte, +2 al remate. Durante el próximo turno rival, el bloqueador central tendrá su bloqueo anulado.";"<strong><span style=&quot;background:#c62828; color:white; padding:1px 4px; border-radius:2px;&quot;>Spike</span></strong> If there are 6 or more different <strong>Inarizaki</strong> character names in your discard pile, +2 to the spike. During the opponent's next turn, the middle blocker will have their block nullified.";"<strong><span style=&quot;background:#c62828; color:white; padding:1px 4px; border-radius:2px;&quot;>Attaque</span></strong> S'il y a 6 noms différents de personnages d'<strong>Inarizaki</strong> ou plus dans votre défausse, +2 à l'attaque. Pendant le prochain tour adverse, le contreur central aura son contre annulé."
HV-P02-029;;;;"<strong><span style=&quot;background:#c62828; color:white; padding:1px 4px; border-radius:2px;&quot;>Remate</span> GUTS 3</strong>: Si hay 6 o más personajes distintos de <strong>Inarizaki</strong> en tu descarte, +3 al remate. Durante el próximo turno rival, la habilidad del receptor quedará anulada.";"<strong><span style=&quot;background:#c62828; color:white; padding:1px 4px; border-radius:2px;&quot;>Spike</span> GUTS 3</strong>: If there are 6 or more different <strong>Inarizaki</strong> characters in your discard pile, +3 to the spike. During the opponent's next turn, the receiver's ability will be nullified.";"<strong><span style=&quot;background:#c62828; color:white; padding:1px 4px; border-radius:2px;&quot;>Attaque</span> GUTS 3</strong> : S'il y a 6 personnages différents d'<strong>Inarizaki</strong> ou plus dans votre défausse, +3 à l'attaque. Pendant le prochain tour adverse, la capacité du réceptionneur sera annulée."
HV-P02-031;;;;"<strong><span style=&quot;background:#e65100; color:white; padding:1px 4px; border-radius:2px;&quot;>Saque</span> GUTS 1</strong>: Si la carta descartada es otro <strong>Riseki Heisuke</strong>, +6 al saque y el rival no podrá colocar un <strong>colocador (S)</strong> el próximo turno.";"<strong><span style=&quot;background:#e65100; color:white; padding:1px 4px; border-radius:2px;&quot;>Serve</span> GUTS 1</strong>: If the discarded card is another <strong>Riseki Heisuke</strong>, +6 to the serve and the opponent will not be able to place a <strong>setter (S)</strong> on the next turn.";"<strong><span style=&quot;background:#e65100; color:white; padding:1px 4px; border-radius:2px;&quot;>Service</span> GUTS 1</strong> : Si la carte défaussée est un autre <strong>Riseki Heisuke</strong>, +6 au service et l'adversaire ne pourra pas placer de <strong>passeur (S)</strong> au prochain tour."
HV-P02-035;;;;"<strong><span style=&quot;background:#1565c0; color:white; padding:1px 4px; border-radius:2px;&quot;>Recepción</span> <span style=&quot;background:#6a1b9a; color:white; padding:1px 4px; border-radius:2px;&quot;>Desde la mano</span></strong> Descarta esta carta desde tu mano para añadir +2 a la recepción de un personaje de <strong>Inarizaki</strong> en juego.";"<strong><span style=&quot;background:#1565c0; color:white; padding:1px 4px; border-radius:2px;&quot;>Reception</span> <span style=&quot;background:#6a1b9a; color:white; padding:1px 4px; border-radius:2px;&quot;>From hand</span></strong> Discard this card from your hand to add +2 to the reception of an <strong>Inarizaki</strong> character in play.";"<strong><span style=&quot;background:#1565c0; color:white; padding:1px 4px; border-radius:2px;&quot;>Réception</span> <span style=&quot;background:#6a1b9a; color:white; padding:1px 4px; border-radius:2px;&quot;>Depuis la main</span></strong> Défaussez cette carte depuis votre main pour ajouter +2 à la réception d'un personnage d'<strong>Inarizaki</strong> en jeu."
HV-P02-036;;;;"Sólo puedes usar esta habilidad si hay <strong>3 personajes del Date Kôgyô</strong> en el bloqueo actual.</br><strong><span style=&quot;background:#424242; color:white; padding:1px 4px; border-radius:2px;&quot;>Bloqueo</span> GUTS 2</strong> :</br><span style=&quot;background:#29b6f6; color:white; padding:1px 4px; border-radius:2px;&quot;><strong>Bloqueo ofensivo (7)</strong></span> : Devuelve un contraataque con potencia de 7.";"You may only use this ability if there are <strong>3 Date Kôgyô characters</strong> in the current block.</br><strong><span style=&quot;background:#424242; color:white; padding:1px 4px; border-radius:2px;&quot;>Block</span> GUTS 2</strong>:</br><span style=&quot;background:#29b6f6; color:white; padding:1px 4px; border-radius:2px;&quot;><strong>Offensive block (7)</strong></span>: Return a counterattack with power 7.";"Vous ne pouvez utiliser cette capacité que s'il y a <strong>3 personnages du Date Kôgyô</strong> dans le contre actuel.</br><strong><span style=&quot;background:#424242; color:white; padding:1px 4px; border-radius:2px;&quot;>Contre</span> GUTS 2</strong> :</br><span style=&quot;background:#29b6f6; color:white; padding:1px 4px; border-radius:2px;&quot;><strong>Contre offensif (7)</strong></span> : Renvoyez une contre-attaque avec une puissance de 7."
HV-P02-037;;;;"<strong><span style=&quot;background:#424242; color:white; padding:1px 4px; border-radius:2px;&quot;>Bloqueo</span></strong> Si esta carta está como bloqueador de apoyo, puedes enviarla al fondo de tu mazo para buscar un <strong>Aone Takanobu</strong> en tu descarte, colocarlo como bloqueador de apoyo y fijar su bloqueo en 3.";"<strong><span style=&quot;background:#424242; color:white; padding:1px 4px; border-radius:2px;&quot;>Block</span></strong> If this card is a support blocker, you may send it to the bottom of your deck to search for an <strong>Aone Takanobu</strong> in your discard pile, place it as a support blocker, and fix its block at 3.";"<strong><span style=&quot;background:#424242; color:white; padding:1px 4px; border-radius:2px;&quot;>Contre</span></strong> Si cette carte est un contreur de soutien, vous pouvez l'envoyer au fond de votre deck pour chercher un <strong>Aone Takanobu</strong> dans votre défausse, le placer en tant que contreur de soutien et fixer son contre à 3."
HV-P02-038;;;;"<strong><span style=&quot;background:#424242; color:white; padding:1px 4px; border-radius:2px;&quot;>Bloqueo</span></strong> Si esta carta está como bloqueador de apoyo y el bloqueo es exitoso: <span style=&quot;background:#29b6f6; color:white; padding:1px 4px; border-radius:2px;&quot;><strong>Bloqueo Ofensivo (4)</strong></span>. Durante el siguiente turno rival, el receptor que coloque tendrá <strong>-1 a su recepción</strong>.";"<strong><span style=&quot;background:#424242; color:white; padding:1px 4px; border-radius:2px;&quot;>Block</span></strong> If this card is a support blocker and the block is successful: <span style=&quot;background:#29b6f6; color:white; padding:1px 4px; border-radius:2px;&quot;><strong>Offensive Block (4)</strong></span>. During the opponent's next turn, the receiver they place will have <strong>-1 to their reception</strong>.";"<strong><span style=&quot;background:#424242; color:white; padding:1px 4px; border-radius:2px;&quot;>Contre</span></strong> Si cette carte est un contreur de soutien et que le contre réussit : <span style=&quot;background:#29b6f6; color:white; padding:1px 4px; border-radius:2px;&quot;><strong>Contre Offensif (4)</strong></span>. Pendant le prochain tour adverse, le réceptionneur qu'il place aura <strong>-1 à sa réception</strong>."
HV-P02-039;;;;"<strong><span style=&quot;background:#c62828; color:white; padding:1px 4px; border-radius:2px;&quot;>Remate</span></strong> Si tu colocador es un <strong><span style=&quot;color:#2e7d32&quot;>colocador (S) del Date Kôgyô</span></strong>, durante el siguiente turno rival, si su defensa total de bloqueo es <strong>6 o menos</strong>, el bloqueo fallará automáticamente.";"<strong><span style=&quot;background:#c62828; color:white; padding:1px 4px; border-radius:2px;&quot;>Spike</span></strong> If your setter is a <strong><span style=&quot;color:#2e7d32&quot;>Date Kôgyô setter (S)</span></strong>, during the opponent's next turn, if their total block defense is <strong>6 or lower</strong>, the block will automatically fail.";"<strong><span style=&quot;background:#c62828; color:white; padding:1px 4px; border-radius:2px;&quot;>Attaque</span></strong> Si votre passeur est un <strong><span style=&quot;color:#2e7d32&quot;>passeur (S) du Date Kôgyô</span></strong>, pendant le prochain tour adverse, si sa défense totale de contre est <strong>6 ou moins</strong>, le contre échouera automatiquement."
HV-P02-041;;;;"<strong><span style=&quot;background:#424242; color:white; padding:1px 4px; border-radius:2px;&quot;>Bloqueo</span> <span style=&quot;background:#6a1b9a; color:white; padding:1px 4px; border-radius:2px;&quot;>Desde la mano</span></strong> Descarta las 3 primeras cartas de tu mazo. Si todas son de <strong>Date Kôgyô</strong>, puedes colocar desde tu trash 1 personaje de Date Kôgyô sin habilidad como bloqueador de apoyo.";"<strong><span style=&quot;background:#424242; color:white; padding:1px 4px; border-radius:2px;&quot;>Block</span> <span style=&quot;background:#6a1b9a; color:white; padding:1px 4px; border-radius:2px;&quot;>From hand</span></strong> Discard the top 3 cards of your deck. If they are all from <strong>Date Kôgyô</strong>, you may place 1 Date Kôgyô character with no ability from your trash as a support blocker.";"<strong><span style=&quot;background:#424242; color:white; padding:1px 4px; border-radius:2px;&quot;>Contre</span> <span style=&quot;background:#6a1b9a; color:white; padding:1px 4px; border-radius:2px;&quot;>Depuis la main</span></strong> Défaussez les 3 premières cartes de votre deck. Si elles appartiennent toutes au <strong>Date Kôgyô</strong>, vous pouvez placer depuis votre défausse 1 personnage du Date Kôgyô sans capacité en tant que contreur de soutien."
HV-P02-042;;;;"<strong><span style=&quot;background:#424242; color:white; padding:1px 4px; border-radius:2px;&quot;>Bloqueo</span></strong> Si el rival tiene 4 o más cartas de eventos de tipo <strong><span style=&quot;color:#c62828&quot;>Remate</span></strong> o <strong><span style=&quot;color:#2e7d32&quot;>Pase</span></strong> en su zona de eventos, añade +5 al bloqueo.";"<strong><span style=&quot;background:#424242; color:white; padding:1px 4px; border-radius:2px;&quot;>Block</span></strong> If the opponent has 4 or more <strong><span style=&quot;color:#c62828&quot;>Spike</span></strong> or <strong><span style=&quot;color:#2e7d32&quot;>Set</span></strong> type event cards in their event zone, add +5 to the block.";"<strong><span style=&quot;background:#424242; color:white; padding:1px 4px; border-radius:2px;&quot;>Contre</span></strong> Si l'adversaire a 4 cartes événements ou plus de type <strong><span style=&quot;color:#c62828&quot;>Attaque</span></strong> ou <strong><span style=&quot;color:#2e7d32&quot;>Passe</span></strong> dans sa zone d'événements, ajoutez +5 au contre."
HV-P02-056;;;;"<strong><span style=&quot;background:#2e7d32; color:white; padding:1px 4px; border-radius:2px;&quot;>Pase</span> GUTS 3</strong>: +2 al pase. Después, puedes añadir hasta 1 <strong>Iwaizumi Hajime</strong> desde tu descarte a tu mano.";"<strong><span style=&quot;background:#2e7d32; color:white; padding:1px 4px; border-radius:2px;&quot;>Set</span> GUTS 3</strong>: +2 to the set. Then, you may add up to 1 <strong>Iwaizumi Hajime</strong> from your discard pile to your hand.";"<strong><span style=&quot;background:#2e7d32; color:white; padding:1px 4px; border-radius:2px;&quot;>Passe</span> GUTS 3</strong> : +2 à la passe. Ensuite, vous pouvez ajouter jusqu'à 1 <strong>Iwaizumi Hajime</strong> depuis votre défausse à votre main."
HV-P02-057;;;;"<strong><span style=&quot;background:#1565c0; color:white; padding:1px 4px; border-radius:2px;&quot;>Recepción</span> GUTS 3</strong>: Solo puedes usar esta habilidad si el rival tiene 3 o menos cartas en la mano. +7 a la recepción.";"<strong><span style=&quot;background:#1565c0; color:white; padding:1px 4px; border-radius:2px;&quot;>Reception</span> GUTS 3</strong>: You may only use this ability if the opponent has 3 or fewer cards in hand. +7 to the reception.";"<strong><span style=&quot;background:#1565c0; color:white; padding:1px 4px; border-radius:2px;&quot;>Réception</span> GUTS 3</strong> : Vous ne pouvez utiliser cette capacité que si l'adversaire a 3 cartes ou moins en main. +7 à la réception."
HV-P02-058;;;;"<strong><span style=&quot;background:#1565c0; color:white; padding:1px 4px; border-radius:2px;&quot;>Recepción</span> GUTS 2</strong>: Roba cartas hasta tener 3 en la mano.";"<strong><span style=&quot;background:#1565c0; color:white; padding:1px 4px; border-radius:2px;&quot;>Reception</span> GUTS 2</strong>: Draw cards until you have 3 in hand.";"<strong><span style=&quot;background:#1565c0; color:white; padding:1px 4px; border-radius:2px;&quot;>Réception</span> GUTS 2</strong> : Piochez des cartes jusqu'à en avoir 3 en main."
HV-P02-060;;;;"Cuando coloques un rematador con remate base de 3, si esta carta está en <strong><span style=&quot;color:#2e7d32&quot;>pase</span></strong>, descarta 1 carta de la parte superior de tu mazo para +1 al pase y traer 1 carta del GUTS de remate al remate activo.";"When you place a spiker with a base spike of 3, if this card is in <strong><span style=&quot;color:#2e7d32&quot;>set</span></strong>, discard 1 card from the top of your deck to add +1 to the set and bring 1 card from the spike GUTS to the active spike.";"Lorsque vous placez un attaquant avec une attaque de base de 3, si cette carte est en <strong><span style=&quot;color:#2e7d32&quot;>passe</span></strong>, défaussez 1 carte du dessus de votre deck pour +1 à la passe et amener 1 carte du GUTS d'attaque vers l'attaque active."
HV-P02-061;;;;"<strong><span style=&quot;background:#1565c0; color:white; padding:1px 4px; border-radius:2px;&quot;>Recepción</span> GUTS 2</strong>: +3 a la recepción. Si el rematador rival tiene un remate base de 0, +3 adicional a la recepción.";"<strong><span style=&quot;background:#1565c0; color:white; padding:1px 4px; border-radius:2px;&quot;>Reception</span> GUTS 2</strong>: +3 to the reception. If the opponent's spiker has a base spike of 0, an additional +3 to the reception.";"<strong><span style=&quot;background:#1565c0; color:white; padding:1px 4px; border-radius:2px;&quot;>Réception</span> GUTS 2</strong> : +3 à la réception. Si l'attaquant adverse a une attaque de base de 0, +3 supplémentaire à la réception."
HV-P02-062;;;;"<strong><span style=&quot;background:#1565c0; color:white; padding:1px 4px; border-radius:2px;&quot;>Recepción</span> GUTS 2</strong>: Mira las 2 primeras cartas de tu mazo. Puedes añadir a tu mano hasta 1 carta de <strong>Nekoma</strong> de entre ellas. Las demás van al fondo del mazo.";"<strong><span style=&quot;background:#1565c0; color:white; padding:1px 4px; border-radius:2px;&quot;>Reception</span> GUTS 2</strong>: Look at the top 2 cards of your deck. You may add up to 1 <strong>Nekoma</strong> card from among them to your hand. The rest go to the bottom of the deck.";"<strong><span style=&quot;background:#1565c0; color:white; padding:1px 4px; border-radius:2px;&quot;>Réception</span> GUTS 2</strong> : Regardez les 2 premières cartes de votre deck. Vous pouvez ajouter à votre main jusqu'à 1 carte de <strong>Nekoma</strong> parmi elles. Les autres vont au fond du deck."
HV-P02-077;;;;Al colocar esta carta, elige si su nombre es <strong>Miya Atsumu</strong> o <strong>Miya Osamu</strong>. El nombre y posición elegidos se aplican de forma definitiva.;When placing this card, choose whether its name is <strong>Miya Atsumu</strong> or <strong>Miya Osamu</strong>. The chosen name and position apply permanently.;Lorsque vous placez cette carte, choisissez si son nom est <strong>Miya Atsumu</strong> ou <strong>Miya Osamu</strong>. Le nom et le poste choisis s'appliquent de façon définitive.
HV-P02-078;;;;Al colocar esta carta, elige si su nombre es <strong>Sawamura Daichi</strong> o <strong>Kuroo Tetsuro</strong>. El nombre, escuela y posición elegidos se aplican de forma definitiva.;When placing this card, choose whether its name is <strong>Sawamura Daichi</strong> or <strong>Kuroo Tetsuro</strong>. The chosen name, school, and position apply permanently.;Lorsque vous placez cette carte, choisissez si son nom est <strong>Sawamura Daichi</strong> ou <strong>Kuroo Tetsuro</strong>. Le nom, l'école et le poste choisis s'appliquent de façon définitive.
